CODEPAGE 932            ; Japanese - ANSI, OEM
0x7dda	0x90fc	;ê¸
0x7ddc	0xe363	;„c
0x7ddd	0xe368	;„h
0x7dde	0xe36a	;„j
0x7de0	0x92f7	;í˜
0x7de1	0xe36d	;„m
0x7de4	0xe369	;„i
0x7de8	0x95d2	;ï“
0x7de9	0x8ac9	;ä…
0x7dec	0x96c9	;ñ…
0x7def	0x88dc	;à‹
0x7df2	0xe36c	;„l
0x7df4	0x97fb	;ó˚
0x7dfb	0xe36b	;„k
0x7e01	0x898f	;âè
0x7e04	0x93ea	;ìÍ
0x7e05	0xe36e	;„n
0x7e09	0xe375	;„u
0x7e0a	0xe36f	;„o
0x7e0b	0xe376	;„v
0x7e12	0xe372	;„r
0x7e1b	0x949b	;îõ
0x7e1e	0x8ec8	;é»
0x7e1f	0xe374	;„t
0x7e21	0xe371	;„q
0x7e22	0xe377	;„w
0x7e23	0xe370	;„p
0x7e26	0x8f63	;èc
0x7e2b	0x9644	;ñD
0x7e2e	0x8f6b	;èk
0x7e31	0xe373	;„s
0x7e32	0xe380	;„Ä
0x7e35	0xe37b	;„{
0x7e37	0xe37e	;„~
0x7e39	0xe37c	;„|
0x7e3a	0xe381	;„Å
0x7e3b	0xe37a	;„z
0x7e3d	0xe360	;„`
0x7e3e	0x90d1	;ê—
0x7e41	0x94c9	;î…
0x7e43	0xe37d	;„}
0x7e46	0xe378	;„x
0x7e4a	0x9140	;ë@
0x7e4b	0x8c71	;åq
0x7e4d	0x8f4a	;èJ
0x7e52	0xfb8f	;˚è
0x7e54	0x9044	;êD
0x7e55	0x9155	;ëU
0x7e56	0xe384	;„Ñ
0x7e59	0xe386	;„Ü
0x7e5a	0xe387	;„á
0x7e5d	0xe383	;„É
0x7e5e	0xe385	;„Ö
0x7e66	0xe379	;„y
0x7e67	0xe382	;„Ç
0x7e69	0xe38a	;„ä
0x7e6a	0xe389	;„â
0x7e6d	0x969a	;ñö
0x7e70	0x8c4a	;åJ
0x7e79	0xe388	;„à
0x7e7b	0xe38c	;„å
0x7e7c	0xe38b	;„ã
0x7e7d	0xe38f	;„è
0x7e7f	0xe391	;„ë
0x7e82	0x8e5b	;é[
0x7e83	0xe38d	;„ç
0x7e88	0xe392	;„í
0x7e89	0xe393	;„ì
0x7e8a	0xfa5c	;˙\
0x7e8c	0xe394	;„î
0x7e8e	0xe39a	;„ö
0x7e8f	0x935a	;ìZ
0x7e90	0xe396	;„ñ
0x7e92	0xe395	;„ï
0x7e93	0xe397	;„ó
0x7e94	0xe398	;„ò
0x7e96	0xe399	;„ô
0x7e9b	0xe39b	;„õ
0x7e9c	0xe39c	;„ú
0x7f36	0x8aca	;ä 
0x7f38	0xe39d	;„ù
0x7f3a	0xe39e	;„û
0x7f45	0xe39f	;„ü
0x7f47	0xfb90	;˚ê
0x7f4c	0xe3a0	;„†
0x7f4d	0xe3a1	;„°
0x7f4e	0xe3a2	;„¢
0x7f50	0xe3a3	;„£
0x7f51	0xe3a4	;„§
0x7f54	0xe3a6	;„¶
0x7f55	0xe3a5	;„•
0x7f58	0xe3a7	;„ß
0x7f5f	0xe3a8	;„®
0x7f60	0xe3a9	;„©
0x7f67	0xe3ac	;„¨
0x7f68	0xe3aa	;„™
0x7f69	0xe3ab	;„´
0x7f6a	0x8ddf	;çﬂ
0x7f6b	0x8c72	;år
0x7f6e	0x9275	;íu
0x7f70	0x94b1	;î±
0x7f72	0x8f90	;èê
0x7f75	0x946c	;îl
0x7f77	0x94eb	;îÎ
0x7f78	0xe3ad	;„≠
0x7f79	0x9ceb	;úÎ
0x7f82	0xe3ae	;„Æ
0x7f83	0xe3b0	;„∞
0x7f85	0x9785	;óÖ
0x7f86	0xe3af	;„Ø
0x7f87	0xe3b2	;„≤
0x7f88	0xe3b1	;„±
0x7f8a	0x9772	;ór
0x7f8c	0xe3b3	;„≥
0x7f8e	0x94fc	;î¸
0x7f94	0xe3b4	;„¥
0x7f9a	0xe3b7	;„∑
0x7f9d	0xe3b6	;„∂
0x7f9e	0xe3b5	;„µ
0x7fa1	0xfb91	;˚ë
0x7fa3	0xe3b8	;„∏
0x7fa4	0x8c51	;åQ
0x7fa8	0x9141	;ëA
0x7fa9	0x8b60	;ã`
0x7fae	0xe3bc	;„º
0x7faf	0xe3b9	;„π
0x7fb2	0xe3ba	;„∫
0x7fb6	0xe3bd	;„Ω
0x7fb8	0xe3be	;„æ
0x7fb9	0xe3bb	;„ª
0x7fbd	0x8948	;âH
0x7fc1	0x89a5	;â•
0x7fc5	0xe3c0	;„¿
0x7fc6	0xe3c1	;„¡
0x7fca	0xe3c2	;„¬
0x7fcc	0x9782	;óÇ
0x7fd2	0x8f4b	;èK
0x7fd4	0xe3c4	;„ƒ
0x7fd5	0xe3c3	;„√
0x7fe0	0x9089	;êâ
0x7fe1	0xe3c5	;„≈
0x7fe6	0xe3c6	;„∆
0x7fe9	0xe3c7	;„«
0x7feb	0x8ae3	;ä„
0x7ff0	0x8acb	;äÀ
0x7ff3	0xe3c8	;„»
0x7ff9	0xe3c9	;„…
0x7ffb	0x967c	;ñ|
0x7ffc	0x9783	;óÉ
0x8000	0x9773	;ós
0x8001	0x9856	;òV
0x8003	0x8d6c	;çl
0x8004	0xe3cc	;„Ã
0x8005	0x8ed2	;é“
0x8006	0xe3cb	;„À
0x800b	0xe3cd	;„Õ
0x800c	0x8ea7	;éß
0x8010	0x91cf	;ëœ
0x8012	0xe3ce	;„Œ
0x8015	0x8d6b	;çk
0x8017	0x96d5	;ñ’
0x8018	0xe3cf	;„œ
0x8019	0xe3d0	;„–
0x801c	0xe3d1	;„—
0x8021	0xe3d2	;„“
0x8028	0xe3d3	;„”
0x8033	0x8ea8	;é®
0x8036	0x96eb	;ñÎ
0x803b	0xe3d5	;„’
0x803d	0x925e	;í^
0x803f	0xe3d4	;„‘
0x8046	0xe3d7	;„◊
0x804a	0xe3d6	;„÷
0x8052	0xe3d8	;„ÿ
0x8056	0x90b9	;êπ
0x8058	0xe3d9	;„Ÿ
0x805a	0xe3da	;„⁄
0x805e	0x95b7	;ï∑
0x805f	0xe3db	;„€
0x8061	0x918f	;ëè
0x8062	0xe3dc	;„‹
0x8068	0xe3dd	;„›
0x806f	0x97fc	;ó¸
0x8070	0xe3e0	;„‡
0x8072	0xe3df	;„ﬂ
0x8073	0xe3de	;„ﬁ
0x8074	0x92ae	;íÆ
0x8076	0xe3e1	;„·
0x8077	0x9045	;êE
0x8079	0xe3e2	;„‚
0x807d	0xe3e3	;„„
0x807e	0x9857	;òW
0x807f	0xe3e4	;„‰
0x8084	0xe3e5	;„Â
0x8085	0xe3e7	;„Á
0x8086	0xe3e6	;„Ê
0x8087	0x94a3	;î£
0x8089	0x93f7	;ì˜
0x808b	0x985d	;ò]
0x808c	0x94a7	;îß
0x8093	0xe3e9	;„È
0x8096	0x8fd1	;è—
0x8098	0x9549	;ïI
0x809a	0xe3ea	;„Í
0x809b	0xe3e8	;„Ë
0x809d	0x8acc	;äÃ
0x80a1	0x8cd2	;å“
0x80a2	0x8e88	;éà
0x80a5	0x94ec	;îÏ
0x80a9	0x8ca8	;å®
0x80aa	0x9662	;ñb
0x80ac	0xe3ed	;„Ì
0x80ad	0xe3eb	;„Î
0x80af	0x8d6d	;çm
0x80b1	0x8d6e	;çn
0x80b2	0x88e7	;àÁ
0x80b4	0x8de6	;çÊ
0x80ba	0x9478	;îx
0x80c3	0x88dd	;à›
0x80c4	0xe3f2	;„Ú
0x80c6	0x925f	;í_
0x80cc	0x9477	;îw
0x80ce	0x91d9	;ëŸ
0x80d6	0xe3f4	;„Ù
0x80d9	0xe3f0	;„
0x80da	0xe3f3	;„Û
0x80db	0xe3ee	;„Ó
0x80dd	0xe3f1	;„Ò
0x80de	0x9645	;ñE
0x80e1	0x8cd3	;å”
0x80e4	0x88fb	;à˚
0x80e5	0xe3ef	;„Ô
0x80ef	0xe3f6	;„ˆ
0x80f1	0xe3f7	;„˜
0x80f4	0x93b7	;ì∑
0x80f8	0x8bb9	;ãπ
0x80fc	0xe445	;‰E
0x80fd	0x945c	;î\
0x8102	0x8e89	;éâ
0x8105	0x8bba	;ã∫
0x8106	0x90c6	;ê∆
0x8107	0x9865	;òe
0x8108	0x96ac	;ñ¨
0x8109	0xe3f5	;„ı
0x810a	0x90d2	;ê“
0x811a	0x8b72	;ãr
0x811b	0xe3f8	;„¯
0x8123	0xe3fa	;„˙
0x8129	0xe3f9	;„˘
0x812f	0xe3fb	;„˚
0x8131	0x9245	;íE
0x8133	0x945d	;î]
0x8139	0x92af	;íØ
0x813e	0xe442	;‰B
0x8146	0xe441	;‰A
0x814b	0xe3fc	;„¸
0x814e	0x9074	;êt
0x8150	0x9585	;ïÖ
0x8151	0xe444	;‰D
0x8153	0xe443	;‰C
0x8154	0x8d6f	;ço
0x8155	0x9872	;òr
0x815f	0xe454	;‰T
0x8165	0xe448	;‰H
0x8166	0xe449	;‰I
0x816b	0x8eee	;éÓ
0x816e	0xe447	;‰G
0x8170	0x8d98	;çò
0x8171	0xe446	;‰F
0x8174	0xe44a	;‰J
0x8178	0x92b0	;í∞
0x8179	0x95a0	;ï†
0x817a	0x9142	;ëB
0x817f	0x91da	;ë⁄
0x8180	0xe44e	;‰N
0x8182	0xe44f	;‰O
0x8183	0xe44b	;‰K
0x8188	0xe44c	;‰L
0x818a	0xe44d	;‰M
0x818f	0x8d70	;çp
0x8193	0xe455	;‰U
0x8195	0xe451	;‰Q
0x819a	0x9586	;ïÜ
0x819c	0x968c	;ñå
0x819d	0x9547	;ïG
0x81a0	0xe450	;‰P
0x81a3	0xe453	;‰S
0x81a4	0xe452	;‰R
0x81a8	0x9663	;ñc
0x81a9	0xe456	;‰V
0x81b0	0xe457	;‰W
0x81b3	0x9156	;ëV
0x81b5	0xe458	;‰X
0x81b8	0xe45a	;‰Z
0x81ba	0xe45e	;‰^
0x81bd	0xe45b	;‰[
0x81be	0xe459	;‰Y
0x81bf	0x945e	;î^
0x81c0	0xe45c	;‰\
0x81c2	0xe45d	;‰]
0x81c6	0x89b0	;â∞
0x81c8	0xe464	;‰d
0x81c9	0xe45f	;‰_
0x81cd	0xe460	;‰`
0x81d1	0xe461	;‰a
0x81d3	0x919f	;ëü
0x81d8	0xe463	;‰c
0x81d9	0xe462	;‰b
0x81da	0xe465	;‰e
0x81df	0xe466	;‰f
0x81e0	0xe467	;‰g
0x81e3	0x9062	;êb
0x81e5	0x89e7	;âÁ
0x81e7	0xe468	;‰h
0x81e8	0x97d5	;ó’
0x81ea	0x8ea9	;é©
0x81ed	0x8f4c	;èL
0x81f3	0x8e8a	;éä
0x81f4	0x9276	;ív
0x81fa	0xe469	;‰i
0x81fb	0xe46a	;‰j
0x81fc	0x8950	;âP
0x81fe	0xe46b	;‰k
0x8201	0xe46c	;‰l
0x8202	0xe46d	;‰m
0x8205	0xe46e	;‰n
0x8207	0xe46f	;‰o
0x8208	0x8bbb	;ãª
0x8209	0x9da8	;ù®
0x820a	0xe470	;‰p
0x820c	0x90e3	;ê„
0x820d	0xe471	;‰q
0x820e	0x8ec9	;é…
0x8210	0xe472	;‰r
0x8212	0x98ae	;òÆ
0x8216	0xe473	;‰s
0x8217	0x95dc	;ï‹
0x8218	0x8ada	;ä⁄
0x821b	0x9143	;ëC
0x821c	0x8f77	;èw
0x821e	0x9591	;ïë
0x821f	0x8f4d	;èM
0x8229	0xe474	;‰t
0x822a	0x8d71	;çq
0x822b	0xe475	;‰u
0x822c	0x94ca	;î 
0x822e	0xe484	;‰Ñ
0x8233	0xe477	;‰w
0x8235	0x91c7	;ë«
0x8236	0x9495	;îï
0x8237	0x8cbd	;åΩ
0x8238	0xe476	;‰v
0x8239	0x9144	;ëD
0x8240	0xe478	;‰x
0x8247	0x92f8	;í¯
0x8258	0xe47a	;‰z
0x8259	0xe479	;‰y
0x825a	0xe47c	;‰|
0x825d	0xe47b	;‰{
0x825f	0xe47d	;‰}
0x8262	0xe480	;‰Ä
0x8264	0xe47e	;‰~
0x8266	0x8acd	;äÕ
0x8268	0xe481	;‰Å
0x826a	0xe482	;‰Ç
0x826b	0xe483	;‰É
0x826e	0x8daf	;çØ
0x826f	0x97c7	;ó«
0x8271	0xe485	;‰Ö
0x8272	0x9046	;êF
0x8276	0x8990	;âê
0x8277	0xe486	;‰Ü
0x8278	0xe487	;‰á
0x827e	0xe488	;‰à
0x828b	0x88f0	;à
0x828d	0xe489	;‰â
0x8292	0xe48a	;‰ä
0x8299	0x9587	;ïá
0x829d	0x8ec5	;é≈
0x829f	0xe48c	;‰å
0x82a5	0x8a48	;äH
0x82a6	0x88b0	;à∞
0x82ab	0xe48b	;‰ã
0x82ac	0xe48e	;‰é
0x82ad	0x946d	;îm
0x82af	0x9063	;êc
0x82b1	0x89d4	;â‘
0x82b3	0x9646	;ñF
0x82b8	0x8c7c	;å|
0x82b9	0x8bda	;ã⁄
0x82bb	0xe48d	;‰ç
0x82bd	0x89e8	;âË
0x82c5	0x8aa1	;ä°
0x82d1	0x8991	;âë
0x82d2	0xe492	;‰í
0x82d3	0x97e8	;óË
0x82d4	0x91db	;ë€
0x82d7	0x9563	;ïc
0x82d9	0xe49e	;‰û
0x82db	0x89d5	;â’
0x82dc	0xe49c	;‰ú
0x82de	0xe49a	;‰ö
0x82df	0xe491	;‰ë
0x82e1	0xe48f	;‰è
0x82e3	0xe490	;‰ê
0x82e5	0x8ee1	;é·
0x82e6	0x8bea	;ãÍ
0x82e7	0x9297	;íó
0x82eb	0x93cf	;ìœ
0x82f1	0x8970	;âp
0x82f3	0xe494	;‰î
0x82f4	0xe493	;‰ì
0x82f9	0xe499	;‰ô
0x82fa	0xe495	;‰ï
0x82fb	0xe498	;‰ò
0x8301	0xfb93	;˚ì
0x8302	0x96ce	;ñŒ
0x8303	0xe497	;‰ó
0x8304	0x89d6	;â÷
0x8305	0x8a9d	;äù
0x8306	0xe49b	;‰õ
0x8309	0xe49d	;‰ù
0x830e	0x8c73	;ås
0x8316	0xe4a1	;‰°
0x8317	0xe4aa	;‰™
0x8318	0xe4ab	;‰´
0x831c	0x88a9	;à©
0x8323	0xe4b2	;‰≤
0x8328	0x88ef	;àÔ
0x832b	0xe4a9	;‰©
0x832f	0xe4a8	;‰®
0x8331	0xe4a3	;‰£
0x8332	0xe4a2	;‰¢
0x8334	0xe4a0	;‰†
0x8335	0xe49f	;‰ü
0x8336	0x9283	;íÉ
0x8338	0x91f9	;ë˘
0x8339	0xe4a5	;‰•
0x8340	0xe4a4	;‰§
0x8345	0xe4a7	;‰ß
0x8349	0x9190	;ëê
0x834a	0x8c74	;åt
0x834f	0x8960	;â`
0x8350	0xe4a6	;‰¶
0x8352	0x8d72	;çr
0x8358	0x9191	;ëë
0x8362	0xfb94	;˚î
0x8373	0xe4b8	;‰∏
0x8375	0xe4b9	;‰π
0x8377	0x89d7	;â◊
0x837b	0x89ac	;â¨
0x837c	0xe4b6	;‰∂
0x837f	0xfb95	;˚ï
0x8385	0xe4ac	;‰¨
0x8387	0xe4b4	;‰¥
0x8389	0xe4bb	;‰ª
0x838a	0xe4b5	;‰µ
0x838e	0xe4b3	;‰≥
0x8393	0xe496	;‰ñ
0x8396	0xe4b1	;‰±
0x839a	0xe4ad	;‰≠
0x839e	0x8ace	;äŒ
0x839f	0xe4af	;‰Ø
0x83a0	0xe4ba	;‰∫
0x83a2	0xe4b0	;‰∞
0x83a8	0xe4bc	;‰º
0x83aa	0xe4ae	;‰Æ
0x83ab	0x949c	;îú
0x83b1	0x9789	;óâ
0x83b5	0xe4b7	;‰∑
0x83bd	0xe4cd	;‰Õ
0x83c1	0xe4c5	;‰≈
0x83c5	0x909b	;êõ
0x83c7	0xfb96	;˚ñ
0x83ca	0x8b65	;ãe
0x83cc	0x8bdb	;ã€
0x83ce	0xe4c0	;‰¿
0x83d3	0x89d9	;âŸ
0x83d6	0x8fd2	;è“
0x83d8	0xe4c3	;‰√
0x83dc	0x8dd8	;çÿ
0x83df	0x9370	;ìp
0x83e0	0xe4c8	;‰»
0x83e9	0x95ec	;ïÏ
0x83eb	0xe4bf	;‰ø
0x83ef	0x89d8	;âÿ
0x83f0	0x8cd4	;å‘
0x83f1	0x9548	;ïH
0x83f2	0xe4c9	;‰…
0x83f4	0xe4bd	;‰Ω
0x83f6	0xfb97	;˚ó
0x83f7	0xe4c6	;‰∆
0x83fb	0xe4d0	;‰–
0x83fd	0xe4c1	;‰¡
0x8403	0xe4c2	;‰¬
0x8404	0x93b8	;ì∏
0x8407	0xe4c7	;‰«
0x840b	0xe4c4	;‰ƒ
0x840c	0x9647	;ñG
0x840d	0xe4ca	;‰ 
0x840e	0x88de	;àﬁ
0x8413	0xe4be	;‰æ
0x8420	0xe4cc	;‰Ã
0x8422	0xe4cb	;‰À
0x8429	0x948b	;îã
0x842a	0xe4d2	;‰“
0x842c	0xe4dd	;‰›
0x8431	0x8a9e	;äû
0x8435	0xe4e0	;‰‡
0x8438	0xe4ce	;‰Œ
0x843c	0xe4d3	;‰”
0x843d	0x978e	;óé
0x8446	0xe4dc	;‰‹
0x8448	0xfb98	;˚ò
0x8449	0x9774	;ót
0x844e	0x97a8	;ó®
0x8457	0x9298	;íò
0x845b	0x8a8b	;äã
0x8461	0x9592	;ïí
0x8462	0xe4e2	;‰‚
0x8463	0x939f	;ìü
0x8466	0x88af	;àØ
0x8469	0xe4db	;‰€
0x846b	0xe4d7	;‰◊
0x846c	0x9192	;ëí
0x846d	0xe4d1	;‰—
0x846e	0xe4d9	;‰Ÿ
0x846f	0xe4de	;‰ﬁ
0x8471	0x944b	;îK
0x8475	0x88a8	;à®
0x8477	0xe4d6	;‰÷
0x8479	0xe4df	;‰ﬂ
0x847a	0x9598	;ïò
0x8482	0xe4da	;‰⁄
0x8484	0xe4d5	;‰’
0x848b	0x8fd3	;è”
0x8490	0x8f4e	;èN
0x8494	0x8eaa	;é™
0x8499	0x96d6	;ñ÷
0x849c	0x9566	;ïf
0x849f	0xe4e5	;‰Â
0x84a1	0xe4ee	;‰Ó
0x84ad	0xe4d8	;‰ÿ
0x84b2	0x8a97	;äó
0x84b4	0xfb99	;˚ô
0x84b8	0x8ff6	;èˆ
0x84b9	0xe4e3	;‰„
0x84bb	0xe4e8	;‰Ë
0x84bc	0x9193	;ëì
0x84bf	0xe4e4	;‰‰
0x84c1	0xe4eb	;‰Î
0x84c4	0x927e	;í~
0x84c6	0xe4ec	;‰Ï
0x84c9	0x9775	;óu
0x84ca	0xe4e1	;‰·
0x84cb	0x8a57	;äW
0x84cd	0xe4e7	;‰Á
0x84d0	0xe4ea	;‰Í
0x84d1	0x96aa	;ñ™
0x84d6	0xe4ed	;‰Ì
0x84d9	0xe4e6	;‰Ê
0x84da	0xe4e9	;‰È
0x84dc	0xfa60	;˙`
0x84ec	0x9648	;ñH
0x84ee	0x9840	;ò@
0x84f4	0xe4f1	;‰Ò
0x84fc	0xe4f8	;‰¯
0x84ff	0xe4f0	;‰
0x8500	0x8ec1	;é¡
0x8506	0xe4cf	;‰œ
0x8511	0x95cc	;ïÃ
0x8513	0x96a0	;ñ†
0x8514	0xe4f7	;‰˜
0x8515	0xe4f6	;‰ˆ
0x8517	0xe4f2	;‰Ú
0x8518	0xe4f3	;‰Û
0x851a	0x8955	;âU
0x851f	0xe4f5	;‰ı
0x8521	0xe4ef	;‰Ô
0x8526	0x92d3	;í”
0x852c	0xe4f4	;‰Ù
0x852d	0x88fc	;à¸
0x8535	0x91a0	;ë†
0x853d	0x95c1	;ï¡
0x8540	0xe4f9	;‰˘
0x8541	0xe540	;Â@
0x8543	0x94d7	;î◊
0x8548	0xe4fc	;‰¸
0x8549	0x8fd4	;è‘
0x854a	0x8ec7	;é«
0x854b	0xe542	;ÂB
0x854e	0x8bbc	;ãº
0x8553	0xfb9a	;˚ö
0x8555	0xe543	;ÂC
0x8557	0x9599	;ïô
0x8558	0xe4fb	;‰˚
0x8559	0xfb9b	;˚õ
0x855a	0xe4d4	;‰‘
0x8563	0xe4fa	;‰˙
0x8568	0x986e	;òn
0x8569	0x93a0	;ì†
0x856a	0x9593	;ïì
0x856b	0xfb9c	;˚ú
0x856d	0xe54a	;ÂJ
0x8577	0xe550	;ÂP
0x857e	0xe551	;ÂQ
0x8580	0xe544	;ÂD
0x8584	0x9496	;îñ
0x8587	0xe54e	;ÂN
0x8588	0xe546	;ÂF
0x858a	0xe548	;ÂH
0x8590	0xe552	;ÂR
0x8591	0xe547	;ÂG
0x8594	0xe54b	;ÂK
0x8597	0x8992	;âí
0x8599	0x93e3	;ì„
0x859b	0xe54c	;ÂL
0x859c	0xe54f	;ÂO
0x85a4	0xe545	;ÂE
0x85a6	0x9145	;ëE
0x85a8	0xe549	;ÂI
0x85a9	0x8e46	;éF
0x85aa	0x9064	;êd
0x85ab	0x8c4f	;åO
0x85ac	0x96f2	;ñÚ
0x85ae	0x96f7	;ñ˜
0x85af	0x8f92	;èí
0x85b0	0xfb9e	;˚û
0x85b9	0xe556	;ÂV
0x85ba	0xe554	;ÂT
0x85c1	0x986d	;òm
0x85c9	0xe553	;ÂS
0x85cd	0x9795	;óï
0x85cf	0xe555	;ÂU
0x85d0	0xe557	;ÂW
0x85d5	0xe558	;ÂX
0x85dc	0xe55b	;Â[
0x85dd	0xe559	;ÂY
0x85e4	0x93a1	;ì°
0x85e5	0xe55a	;ÂZ
0x85e9	0x94cb	;îÀ
0x85ea	0xe54d	;ÂM
0x85f7	0x8f93	;èì
0x85f9	0xe55c	;Â\
0x85fa	0xe561	;Âa
0x85fb	0x9194	;ëî
0x85fe	0xe560	;Â`
0x8602	0xe541	;ÂA
0x8606	0xe562	;Âb
0x8607	0x9168	;ëh
0x860a	0xe55d	;Â]
0x860b	0xe55f	;Â_
0x8613	0xe55e	;Â^
0x8616	0x9f50	;üP
0x8617	0x9f41	;üA
0x861a	0xe564	;Âd
0x8622	0xe563	;Âc
0x862d	0x9796	;óñ
0x862f	0xe1ba	;·∫
0x8630	0xe565	;Âe
0x863f	0xe566	;Âf
0x864d	0xe567	;Âg
0x864e	0x8cd5	;å’
0x8650	0x8b73	;ãs
0x8654	0xe569	;Âi
0x8655	0x997c	;ô|
0x865a	0x8b95	;ãï
0x865c	0x97b8	;ó∏
0x865e	0x8bf1	;ãÒ
0x865f	0xe56a	;Âj
0x8667	0xe56b	;Âk
0x866b	0x928e	;íé
0x8671	0xe56c	;Âl
0x8679	0x93f8	;ì¯
0x867b	0x88b8	;à∏
0x868a	0x89e1	;â·
0x868b	0xe571	;Âq
0x868c	0xe572	;Âr
0x8693	0xe56d	;Âm
0x8695	0x8e5c	;é\
0x86a3	0xe56e	;Ân
0x86a4	0x9461	;îa
0x86a9	0xe56f	;Âo
0x86aa	0xe570	;Âp
0x86ab	0xe57a	;Âz
0x86af	0xe574	;Ât
0x86b0	0xe577	;Âw
0x86b6	0xe573	;Âs
0x86c4	0xe575	;Âu
0x86c6	0xe576	;Âv
0x86c7	0x8ed6	;é÷
0x86c9	0xe578	;Âx
0x86cb	0x9260	;í`
0x86cd	0x8c75	;åu
0x86ce	0x8a61	;äa
0x86d4	0xe57b	;Â{
0x86d9	0x8a5e	;ä^
0x86db	0xe581	;ÂÅ
0x86de	0xe57c	;Â|
0x86df	0xe580	;ÂÄ
0x86e4	0x94b8	;î∏
0x86e9	0xe57d	;Â}
0x86ec	0xe57e	;Â~
0x86ed	0x9567	;ïg
0x86ee	0x94d8	;îÿ
0x86ef	0xe582	;ÂÇ
0x86f8	0x91fb	;ë˚
0x86f9	0xe58c	;Âå
0x86fb	0xe588	;Âà
0x86fe	0x89e9	;âÈ
0x8700	0xe586	;ÂÜ
0x8702	0x9649	;ñI
0x8703	0xe587	;Âá
0x8706	0xe584	;ÂÑ
0x8708	0xe585	;ÂÖ
0x8709	0xe58a	;Âä
0x870a	0xe58d	;Âç
0x870d	0xe58b	;Âã
0x8711	0xe589	;Ââ
0x8712	0xe583	;ÂÉ
0x8718	0x9277	;íw
0x871a	0xe594	;Âî
0x871c	0x96a8	;ñ®
0x8725	0xe592	;Âí
0x8729	0xe593	;Âì
0x8734	0xe58e	;Âé
0x8737	0xe590	;Âê
0x873b	0xe591	;Âë
0x873f	0xe58f	;Âè
0x8749	0x90e4	;ê‰
0x874b	0x9858	;òX
0x874c	0xe598	;Âò
0x874e	0xe599	;Âô
0x8753	0xe59f	;Âü
0x8755	0x9049	;êI
0x8757	0xe59b	;Âõ
0x8759	0xe59e	;Âû
0x875f	0xe596	;Âñ
0x8760	0xe595	;Âï
0x8763	0xe5a0	;Â†
0x8766	0x89da	;â⁄
0x8768	0xe59c	;Âú
0x876a	0xe5a1	;Â°
0x876e	0xe59d	;Âù
0x8774	0xe59a	;Âö
0x8776	0x92b1	;í±
0x8778	0xe597	;Âó
0x877f	0x9488	;îà
0x8782	0xe5a5	;Â•
0x878d	0x975a	;óZ
0x879f	0xe5a4	;Â§
0x87a2	0xe5a3	;Â£
0x87ab	0xe5ac	;Â¨
0x87af	0xe5a6	;Â¶
0x87b3	0xe5ae	;ÂÆ
0x87ba	0x9786	;óÜ
0x87bb	0xe5b1	;Â±
0x87bd	0xe5a8	;Â®
0x87c0	0xe5a9	;Â©
0x87c4	0xe5ad	;Â≠
0x87c6	0xe5b0	;Â∞
0x87c7	0xe5af	;ÂØ
0x87cb	0xe5a7	;Âß
0x87d0	0xe5aa	;Â™
0x87d2	0xe5bb	;Âª
0x87e0	0xe5b4	;Â¥
0x87ef	0xe5b2	;Â≤
0x87f2	0xe5b3	;Â≥
0x87f6	0xe5b8	;Â∏
0x87f7	0xe5b9	;Âπ
0x87f9	0x8a49	;äI
0x87fb	0x8b61	;ãa
0x87fe	0xe5b7	;Â∑
0x8805	0xe5a2	;Â¢
0x8807	0xfba1	;˚°
0x880d	0xe5b6	;Â∂
0x880e	0xe5ba	;Â∫
0x880f	0xe5b5	;Âµ
0x8811	0xe5bc	;Âº
0x8815	0xe5be	;Âæ
0x8816	0xe5bd	;ÂΩ
0x8821	0xe5c0	;Â¿
0x8822	0xe5bf	;Âø
0x8823	0xe579	;Ây
0x8827	0xe5c4	;Âƒ
0x8831	0xe5c1	;Â¡
0x8836	0xe5c2	;Â¬
0x8839	0xe5c3	;Â√
0x883b	0xe5c5	;Â≈
0x8840	0x8c8c	;åå
0x8842	0xe5c7	;Â«
0x8844	0xe5c6	;Â∆
0x8846	0x8f4f	;èO
0x884c	0x8d73	;çs
0x884d	0x9fa5	;ü•
0x8852	0xe5c8	;Â»
0x8853	0x8f70	;èp
0x8857	0x8a58	;äX
0x8859	0xe5c9	;Â…
0x885b	0x8971	;âq
0x885d	0x8fd5	;è’
0x885e	0xe5ca	;Â 
0x8861	0x8d74	;çt
0x8862	0xe5cb	;ÂÀ
0x8863	0x88df	;àﬂ
0x8868	0x955c	;ï\
0x886b	0xe5cc	;ÂÃ
0x8870	0x908a	;êä
0x8872	0xe5d3	;Â”
0x8875	0xe5d0	;Â–
0x8877	0x928f	;íè
0x887d	0xe5d1	;Â—
0x887e	0xe5ce	;ÂŒ
0x887f	0x8bdc	;ã‹
0x8881	0xe5cd	;ÂÕ
0x8882	0xe5d4	;Â‘
0x8888	0x8c55	;åU
0x888b	0x91dc	;ë‹
0x888d	0xe5da	;Â⁄
0x8892	0xe5d6	;Â÷
0x8896	0x91b3	;ë≥
0x8897	0xe5d5	;Â’
0x8899	0xe5d8	;Âÿ
0x889e	0xe5cf	;Âœ
0x88a2	0xe5d9	;ÂŸ
0x88a4	0xe5db	;Â€
0x88ab	0x94ed	;îÌ
0x88ae	0xe5d7	;Â◊
0x88b0	0xe5dc	;Â‹
0x88b1	0xe5de	;Âﬁ
0x88b4	0x8cd1	;å—
0x88b5	0xe5d2	;Â“
